individual_id,tattoo,first_q,last_q,first_year,first_quarter,last_year,last_quarter,observed_quarters,expected_quarters,missing_quarters
1035,063G,8015,8017,2003,4,2004,2,3,3,0
1036,063P,8035,8038,2008,4,2009,3,3,4,1
1037,063R,8018,8026,2004,3,2006,3,4,9,5
1038,063W,8021,8057,2005,2,2014,2,17,37,20
1039,063Y,8030,8070,2007,3,2017,3,18,41,23
1040,064B,8027,8027,2006,4,2006,4,1,1,0
1041,064G,8015,8023,2003,4,2005,4,2,9,7
1042,064P,8035,8047,2008,4,2011,4,10,13,3
1043,064R,8018,8019,2004,3,2004,4,2,2,0
1044,064W,8021,8031,2005,2,2007,4,8,11,3
1045,064Y,8031,8037,2007,4,2009,2,4,7,3
1046,065B,8027,8046,2006,4,2011,3,6,20,14
1047,065G,8015,8015,2003,4,2003,4,1,1,0
1048,065P,8035,8037,2008,4,2009,2,2,3,1
1049,065R,8018,8021,2004,3,2005,2,4,4,0
1050,065W,8021,8039,2005,2,2009,4,10,19,9
1051,065Y,8031,8045,2007,4,2011,2,6,15,9
1052,066B,8027,8049,2006,4,2012,2,6,23,17
1053,066G,8015,8015,2003,4,2003,4,1,1,0
1054,066P,8035,8035,2008,4,2008,4,1,1,0
1055,066R,8018,8054,2004,3,2013,3,13,37,24
1056,066W,8021,8030,2005,2,2007,3,8,10,2
1057,066Y,8031,8033,2007,4,2008,2,2,3,1
1058,067B,8027,8027,2006,4,2006,4,1,1,0
1059,067G,8015,8015,2003,4,2003,4,1,1,0
1060,067P,8035,8055,2008,4,2013,4,13,21,8
1061,067R,8018,8033,2004,3,2008,2,4,16,12
1062,067W,8021,8034,2005,2,2008,3,2,14,12
1063,067Y,8031,8049,2007,4,2012,2,4,19,15
1064,068G,8015,8015,2003,4,2003,4,1,1,0
1065,068P,8035,8035,2008,4,2008,4,1,1,0
1066,068R,8018,8022,2004,3,2005,3,4,5,1
1067,068W,8021,8022,2005,2,2005,3,2,2,0
1068,068Y,8031,8031,2007,4,2007,4,1,1,0
1069,069G,8015,8015,2003,4,2003,4,1,1,0
1070,069P,8035,8061,2008,4,2015,2,5,27,22
1071,069R,8018,8054,2004,3,2013,3,18,37,19
1072,069W,8021,8039,2005,2,2009,4,5,19,14
1073,069Y,8031,8031,2007,4,2007,4,1,1,0
1074,070G,8015,8015,2003,4,2003,4,1,1,0
1075,070P,8035,8085,2008,4,2021,2,8,51,43
1076,070R,8018,8021,2004,3,2005,2,3,4,1
1077,070W,8021,8025,2005,2,2006,2,5,5,0
1078,070Y,8031,8040,2007,4,2010,1,8,10,2
1079,071G,8015,8015,2003,4,2003,4,1,1,0
1080,071R,8018,8033,2004,3,2008,2,6,16,10
1081,071W,8021,8024,2005,2,2006,1,3,4,1
1082,072G,8015,8015,2003,4,2003,4,1,1,0
1083,072R,8018,8021,2004,3,2005,2,3,4,1
1084,072W,8021,8030,2005,2,2007,3,6,10,4
1085,073R,8018,8026,2004,3,2006,3,6,9,3
1086,073W,8021,8025,2005,2,2006,2,4,5,1
1087,074R,8018,8019,2004,3,2004,4,2,2,0
1088,074W,8021,8024,2005,2,2006,1,4,4,0
1089,075R,8018,8019,2004,3,2004,4,2,2,0
1090,075W,8021,8024,2005,2,2006,1,4,4,0
1091,076R,8019,8031,2004,4,2007,4,3,13,10
1092,076W,8021,8021,2005,2,2005,2,1,1,0
1093,077R,8019,8019,2004,4,2004,4,1,1,0
1094,077W,8021,8041,2005,2,2010,2,8,21,13
1095,078R,8019,8019,2004,4,2004,4,1,1,0
1096,078W,8021,8022,2005,2,2005,3,2,2,0
1097,079W,8021,8026,2005,2,2006,3,5,6,1
1098,080W,8021,8029,2005,2,2007,2,5,9,4
1099,081W,8021,8046,2005,2,2011,3,6,26,20
1100,082W,8022,8049,2005,3,2012,2,16,28,12
1101,083W,8022,8025,2005,3,2006,2,3,4,1
1102,084W,8022,8025,2005,3,2006,2,2,4,2
1103,085W,8022,8027,2005,3,2006,4,2,6,4
1104,086W,8022,8022,2005,3,2005,3,1,1,0
1105,087W,8022,8022,2005,3,2005,3,1,1,0
1106,088W,8022,8022,2005,3,2005,3,1,1,0
1107,089W,8022,8033,2005,3,2008,2,7,12,5
1108,090W,8022,8022,2005,3,2005,3,1,1,0
1109,091W,8022,8022,2005,3,2005,3,1,1,0
1110,092W,8022,8022,2005,3,2005,3,1,1,0
1111,093W,8022,8030,2005,3,2007,3,3,9,6
1112,094W,8022,8029,2005,3,2007,2,4,8,4
1113,095W,8022,8023,2005,3,2005,4,2,2,0
1114,096W,8022,8037,2005,3,2009,2,7,16,9
1115,097W,8022,8034,2005,3,2008,3,5,13,8
1116,098W,8022,8029,2005,3,2007,2,3,8,5
1117,099W,8022,8029,2005,3,2007,2,3,8,5
1118,100W,8022,8025,2005,3,2006,2,2,4,2
1119,101W,8022,8039,2005,3,2009,4,7,18,11
1120,102W,8023,8025,2005,4,2006,2,2,3,1
1121,103W,8023,8045,2005,4,2011,2,10,23,13
1122,104W,8023,8037,2005,4,2009,2,3,15,12
1123,A001,7956,7956,1989,1,1989,1,1,1,0
1124,A002,7956,7998,1989,1,1999,3,8,43,35
1125,A003,7956,7979,1989,1,1994,4,6,24,18
1126,A004,7956,7963,1989,1,1990,4,6,8,2
1127,A005,7957,7957,1989,2,1989,2,1,1,0
1128,A006,7957,7957,1989,2,1989,2,1,1,0
1129,A007,7957,7976,1989,2,1994,1,5,20,15
1130,A008,7957,7957,1989,2,1989,2,1,1,0
1131,A009,7957,7957,1989,2,1989,2,1,1,0
1132,A010,7957,7957,1989,2,1989,2,1,1,0
1133,A011,7957,7966,1989,2,1991,3,7,10,3
1134,A012,7957,7961,1989,2,1990,2,4,5,1
1135,A013,7957,7963,1989,2,1990,4,7,7,0
1136,A014,7957,7978,1989,2,1994,3,13,22,9
1137,A015,7957,7957,1989,2,1989,2,1,1,0
1138,A016,7957,7957,1989,2,1989,2,1,1,0
1139,A017,7957,7957,1989,2,1989,2,1,1,0
1140,A018,7957,7957,1989,2,1989,2,1,1,0
1141,A019,7957,7957,1989,2,1989,2,1,1,0
1142,A020,7957,7957,1989,2,1989,2,1,1,0
1143,A021,7957,7973,1989,2,1993,2,11,17,6
1144,A022,7957,7957,1989,2,1989,2,1,1,0
1145,A023,7957,7957,1989,2,1989,2,1,1,0
1146,A024,7957,7959,1989,2,1989,4,3,3,0
1147,A025,7957,7957,1989,2,1989,2,1,1,0
1148,A026,7957,7957,1989,2,1989,2,1,1,0
1149,A027,7957,7957,1989,2,1989,2,1,1,0
1150,A028,7957,7957,1989,2,1989,2,1,1,0
1151,A029,7957,7957,1989,2,1989,2,1,1,0
1152,A030,7957,7966,1989,2,1991,3,7,10,3
1153,A031,7957,7957,1989,2,1989,2,1,1,0
1154,A032,7957,7957,1989,2,1989,2,1,1,0
1155,A033,7957,7957,1989,2,1989,2,1,1,0
1156,A034,7957,7958,1989,2,1989,3,2,2,0
1157,A035,7957,7957,1989,2,1989,2,1,1,0
1158,A036,7957,7957,1989,2,1989,2,1,1,0
1159,A037,7957,7987,1989,2,1996,4,14,31,17
1160,A038,7957,7969,1989,2,1992,2,7,13,6
1161,A039,7957,7970,1989,2,1992,3,11,14,3
1162,A040,7957,7957,1989,2,1989,2,1,1,0
1163,A041,7957,7974,1989,2,1993,3,11,18,7
1164,A042,7957,7983,1989,2,1995,4,14,27,13
1165,A043,7957,7957,1989,2,1989,2,1,1,0
1166,A044,7957,7957,1989,2,1989,2,1,1,0
1167,A045,7957,7966,1989,2,1991,3,5,10,5
1168,A046,7957,7966,1989,2,1991,3,7,10,3
1169,A047,7957,7968,1989,2,1992,1,7,12,5
1170,A048,7957,7957,1989,2,1989,2,1,1,0
1171,A049,7957,7987,1989,2,1996,4,10,31,21
1172,A050,7957,7958,1989,2,1989,3,2,2,0
1173,A051,7958,8002,1989,3,2000,3,21,45,24
1174,A052,7958,7966,1989,3,1991,3,5,9,4
1175,A053,7958,7966,1989,3,1991,3,2,9,7
1176,A054,7958,7986,1989,3,1996,3,16,29,13
1177,A055,7958,7969,1989,3,1992,2,7,12,5
1178,A056,7958,7978,1989,3,1994,3,15,21,6
1179,A057,7958,7976,1989,3,1994,1,8,19,11
1180,A058,7958,7978,1989,3,1994,3,10,21,11
1181,A059,7958,7964,1989,3,1991,1,2,7,5
1182,A060,7958,7958,1989,3,1989,3,1,1,0
1183,A061,7958,7960,1989,3,1990,1,3,3,0
1184,A062,7958,7974,1989,3,1993,3,9,17,8
1185,A063,7958,7963,1989,3,1990,4,4,6,2
1186,A064,7958,7979,1989,3,1994,4,10,22,12
1187,A065,7958,7959,1989,3,1989,4,2,2,0
1188,A066,7958,7965,1989,3,1991,2,3,8,5
1189,A067,7958,7960,1989,3,1990,1,3,3,0
1190,A068,7958,7978,1989,3,1994,3,9,21,12
1191,A069,7958,7958,1989,3,1989,3,1,1,0
1192,A070,7958,7958,1989,3,1989,3,1,1,0
1193,A071,7958,7959,1989,3,1989,4,2,2,0
1194,A072,7958,7959,1989,3,1989,4,2,2,0
1195,A073,7958,7973,1989,3,1993,2,11,16,5
1196,A074,7958,7998,1989,3,1999,3,16,41,25
1197,A075,7958,7962,1989,3,1990,3,5,5,0
1198,A076,7958,7966,1989,3,1991,3,6,9,3
1199,A077,7958,7976,1989,3,1994,1,3,19,16
1200,A078,7958,7962,1989,3,1990,3,3,5,2
1201,A079,7958,7982,1989,3,1995,3,8,25,17
1202,A080,7958,7959,1989,3,1989,4,2,2,0
1203,A081,7958,7970,1989,3,1992,3,4,13,9
1204,B001,7921,7933,1980,2,1983,2,6,13,7
1205,B002,7921,7934,1980,2,1983,3,3,14,11
1206,B003,7921,7921,1980,2,1980,2,1,1,0
1207,B004,7921,7921,1980,2,1980,2,1,1,0
1208,B005,7921,7921,1980,2,1980,2,1,1,0
1209,B006,7921,7921,1980,2,1980,2,1,1,0
1210,B007,7921,7929,1980,2,1982,2,5,9,4
1211,B008,7921,7921,1980,2,1980,2,1,1,0
1212,B009,7921,7929,1980,2,1982,2,2,9,7
1213,B010,7921,7921,1980,2,1980,2,1,1,0
1214,B011,7921,7921,1980,2,1980,2,1,1,0
1215,B012,7921,7938,1980,2,1984,3,3,18,15
1216,B013,7921,7928,1980,2,1982,1,3,8,5
1217,B014,7921,7926,1980,2,1981,3,2,6,4
1218,B015,7922,7940,1980,3,1985,1,7,19,12
1219,B016,7922,7925,1980,3,1981,2,2,4,2
1220,B017,7922,7945,1980,3,1986,2,6,24,18
1221,B018,7922,7933,1980,3,1983,2,3,12,9
1222,B019,7922,7922,1980,3,1980,3,1,1,0
1223,B020,7922,7922,1980,3,1980,3,1,1,0
1224,B021,7922,7922,1980,3,1980,3,1,1,0
1225,B022,7922,7929,1980,3,1982,2,4,8,4
1226,B023,7922,7932,1980,3,1983,1,2,11,9
1227,B024,7922,7922,1980,3,1980,3,1,1,0
1228,B025,7922,7926,1980,3,1981,3,2,5,3
1229,B026,7922,7963,1980,3,1990,4,19,42,23
1230,B027,7922,7925,1980,3,1981,2,2,4,2
1231,B028,7922,7922,1980,3,1980,3,1,1,0
1232,B029,7922,7922,1980,3,1980,3,1,1,0
1233,B030,7922,7922,1980,3,1980,3,1,1,0
1234,B031,7922,7937,1980,3,1984,2,5,16,11
1235,B032,7922,7922,1980,3,1980,3,1,1,0
1236,B033,7922,7929,1980,3,1982,2,3,8,5
1237,B034,7922,7974,1980,3,1993,3,13,53,40
1238,B035,7922,7961,1980,3,1990,2,12,40,28
1239,B036,7922,7941,1980,3,1985,2,3,20,17
1240,B037,7922,7923,1980,3,1980,4,2,2,0
1241,B038,7922,7922,1980,3,1980,3,1,1,0
1242,B039,7922,7930,1980,3,1982,3,2,9,7
1243,B040,7922,7934,1980,3,1983,3,4,13,9
1244,B041,7922,7922,1980,3,1980,3,1,1,0
1245,B042,7922,7922,1980,3,1980,3,1,1,0
1246,B043,7922,7934,1980,3,1983,3,2,13,11
1247,B044,7922,7922,1980,3,1980,3,1,1,0
1248,B045,7922,7934,1980,3,1983,3,4,13,9
1249,B046,7922,7922,1980,3,1980,3,1,1,0
1250,C001,7964,7975,1991,1,1993,4,2,12,10
1251,C002,7964,7964,1991,1,1991,1,1,1,0
1252,C003,7964,7992,1991,1,1998,1,3,29,26
1253,C004,7964,7964,1991,1,1991,1,1,1,0
1254,C005,7965,7990,1991,2,1997,3,16,26,10
1255,C006,7965,7979,1991,2,1994,4,7,15,8
1256,C007,7965,7977,1991,2,1994,2,8,13,5
1257,C008,7965,7966,1991,2,1991,3,2,2,0
1258,C009,7965,7974,1991,2,1993,3,7,10,3
1259,C010,7965,7979,1991,2,1994,4,9,15,6
1260,C011,7965,7966,1991,2,1991,3,2,2,0
1261,C012,7965,7998,1991,2,1999,3,13,34,21
1262,C013,7965,7988,1991,2,1997,1,8,24,16
1263,C014,7965,7979,1991,2,1994,4,8,15,7
1264,C015,7965,7971,1991,2,1992,4,6,7,1
1265,C016,7965,7997,1991,2,1999,2,10,33,23
1266,C017,7965,7979,1991,2,1994,4,12,15,3
1267,C018,7965,7965,1991,2,1991,2,1,1,0
1268,C019,7965,7966,1991,2,1991,3,2,2,0
1269,C020,7965,7965,1991,2,1991,2,1,1,0
1270,C021,7965,7966,1991,2,1991,3,2,2,0
1271,C022,7965,7967,1991,2,1991,4,3,3,0
1272,C023,7965,7998,1991,2,1999,3,10,34,24
1273,C024,7965,7997,1991,2,1999,2,9,33,24
1274,C025,7965,7982,1991,2,1995,3,11,18,7
1275,C026,7965,7969,1991,2,1992,2,5,5,0
1276,C027,7965,7971,1991,2,1992,4,5,7,2
1277,C028,7965,7966,1991,2,1991,3,2,2,0
1278,C029,7965,7970,1991,2,1992,3,4,6,2
1279,C030,7965,7971,1991,2,1992,4,4,7,3
1280,C031,7965,7966,1991,2,1991,3,2,2,0
1281,C032,7965,7970,1991,2,1992,3,3,6,3
1282,C033,7965,7968,1991,2,1992,1,4,4,0
1283,C034,7965,7974,1991,2,1993,3,9,10,1
1284,C035,7965,7967,1991,2,1991,4,3,3,0
1285,C036,7965,7974,1991,2,1993,3,4,10,6
1286,C037,7965,7966,1991,2,1991,3,2,2,0
1287,C038,7965,7982,1991,2,1995,3,8,18,10
1288,C039,7965,7982,1991,2,1995,3,10,18,8
1289,C040,7965,7998,1991,2,1999,3,11,34,23
1290,C041,7965,7971,1991,2,1992,4,5,7,2
1291,C042,7965,7965,1991,2,1991,2,1,1,0
1292,C043,7965,7971,1991,2,1992,4,4,7,3
1293,C044,7965,7986,1991,2,1996,3,15,22,7
1294,C045,7965,7982,1991,2,1995,3,9,18,9
1295,C046,7965,7996,1991,2,1999,1,11,32,21
1296,C047,7965,7982,1991,2,1995,3,13,18,5
1297,C048,7965,7966,1991,2,1991,3,2,2,0
1298,C049,7965,7984,1991,2,1996,1,11,20,9
1299,C050,7965,7967,1991,2,1991,4,2,3,1
1300,C051,7965,7979,1991,2,1994,4,11,15,4
1301,C052,7965,7975,1991,2,1993,4,6,11,5
1302,C053,7965,7993,1991,2,1998,2,19,29,10
1303,C054,7965,7977,1991,2,1994,2,10,13,3
1304,C055,7965,7965,1991,2,1991,2,1,1,0
1305,C056,7965,7975,1991,2,1993,4,7,11,4
1306,C057,7965,7990,1991,2,1997,3,11,26,15
1307,C058,7965,7974,1991,2,1993,3,7,10,3
1308,C059,7965,7965,1991,2,1991,2,1,1,0
1309,C060,7965,7983,1991,2,1995,4,11,19,8
1310,C061,7965,7975,1991,2,1993,4,8,11,3
1311,C062,7965,8002,1991,2,2000,3,22,38,16
1312,C063,7965,7965,1991,2,1991,2,1,1,0
1313,C064,7965,7998,1991,2,1999,3,18,34,16
1314,C065,7965,8010,1991,2,2002,3,22,46,24
1315,C066,7965,7986,1991,2,1996,3,17,22,5
1316,C067,7965,7982,1991,2,1995,3,10,18,8
1317,C068,7965,7974,1991,2,1993,3,10,10,0
1318,C069,7965,8006,1991,2,2001,3,19,42,23
1319,C070,7965,7971,1991,2,1992,4,5,7,2
1320,C071,7965,7967,1991,2,1991,4,3,3,0
1321,C072,7965,7979,1991,2,1994,4,9,15,6
1322,C073,7966,7973,1991,3,1993,2,5,8,3
1323,C074,7966,7982,1991,3,1995,3,5,17,12
1324,C075,7966,7970,1991,3,1992,3,5,5,0
1325,C076,7966,7966,1991,3,1991,3,1,1,0
1326,C077,7966,7966,1991,3,1991,3,1,1,0
1327,C078,7966,7986,1991,3,1996,3,14,21,7
1328,C079,7966,7966,1991,3,1991,3,1,1,0
1329,C080,7966,7978,1991,3,1994,3,9,13,4
1330,C081,7966,7976,1991,3,1994,1,7,11,4
1331,C082,7966,7966,1991,3,1991,3,1,1,0
1332,C083,7966,7991,1991,3,1997,4,13,26,13
1333,C084,7966,7966,1991,3,1991,3,1,1,0
1334,C085,7966,7966,1991,3,1991,3,1,1,0
1335,C086,7966,7986,1991,3,1996,3,3,21,18
1336,C087,7966,7966,1991,3,1991,3,1,1,0
1337,C088,7966,7966,1991,3,1991,3,1,1,0
1338,C089,7966,7978,1991,3,1994,3,6,13,7
1339,C090,7966,7970,1991,3,1992,3,3,5,2
1340,C091,7966,7966,1991,3,1991,3,1,1,0
1341,C092,7966,8006,1991,3,2001,3,11,41,30
1342,C093,7966,7966,1991,3,1991,3,1,1,0
1343,C094,7966,7966,1991,3,1991,3,1,1,0
1344,C095,7966,7966,1991,3,1991,3,1,1,0
1345,C096,7966,7966,1991,3,1991,3,1,1,0
1346,C097,7966,7966,1991,3,1991,3,1,1,0
1347,C098,7966,7970,1991,3,1992,3,4,5,1
1348,C099,7966,7966,1991,3,1991,3,1,1,0
1349,C100,7966,7975,1991,3,1993,4,7,10,3
1350,C101,7966,7966,1991,3,1991,3,1,1,0
1351,C102,7966,7978,1991,3,1994,3,8,13,5
1352,C103,7966,7966,1991,3,1991,3,1,1,0
1353,C104,7966,7966,1991,3,1991,3,1,1,0
1354,C105,7966,7966,1991,3,1991,3,1,1,0
1355,C106,7966,7969,1991,3,1992,2,3,4,1
1356,C107,7966,7966,1991,3,1991,3,1,1,0
1357,C108,7966,7966,1991,3,1991,3,1,1,0
1358,C109,7966,7966,1991,3,1991,3,1,1,0
1359,C110,7966,7974,1991,3,1993,3,6,9,3
1360,C111,7966,7966,1991,3,1991,3,1,1,0
1361,C112,7966,7966,1991,3,1991,3,1,1,0
1362,C113,7966,7966,1991,3,1991,3,1,1,0
1363,C114,7966,7982,1991,3,1995,3,7,17,10
1364,C115,7966,7982,1991,3,1995,3,5,17,12
1365,C116,7966,7966,1991,3,1991,3,1,1,0
1366,C117,7966,7966,1991,3,1991,3,1,1,0
1367,C118,7966,7966,1991,3,1991,3,1,1,0
1368,C119,7966,7966,1991,3,1991,3,1,1,0
1369,C120,7966,7966,1991,3,1991,3,1,1,0
1370,C121,7966,7966,1991,3,1991,3,1,1,0
1371,C122,7966,7975,1991,3,1993,4,5,10,5
1372,C123,7966,8010,1991,3,2002,3,16,45,29
1373,C124,7966,7970,1991,3,1992,3,2,5,3
1374,C125,7966,7966,1991,3,1991,3,1,1,0
1375,C126,7966,7970,1991,3,1992,3,3,5,2
1376,C127,7967,7983,1991,4,1995,4,7,17,10
1377,C128,7967,7996,1991,4,1999,1,7,30,23
1378,C129,7967,7978,1991,4,1994,3,7,12,5
1379,C130,7967,7974,1991,4,1993,3,3,8,5
1380,C131,7967,7978,1991,4,1994,3,5,12,7
1381,C132,7967,7968,1991,4,1992,1,2,2,0
1382,C133,7967,7979,1991,4,1994,4,8,13,5
1383,C134,7967,7967,1991,4,1991,4,1,1,0
1384,C135,7967,7977,1991,4,1994,2,6,11,5
1385,C136,7967,7967,1991,4,1991,4,1,1,0
1386,C137,7967,7967,1991,4,1991,4,1,1,0
1387,C138,7967,7989,1991,4,1997,2,9,23,14
1388,CP001,7918,7918,1979,3,1979,3,1,1,0
1389,D001,7988,7988,1997,1,1997,1,1,1,0
1390,D002,7988,7988,1997,1,1997,1,1,1,0
1391,D003,7988,8006,1997,1,2001,3,3,19,16
1392,D004,7989,7996,1997,2,1999,1,7,8,1
1393,D005,7989,8006,1997,2,2001,3,10,18,8
1394,D006,7989,7994,1997,2,1998,3,4,6,2
1395,D007,7989,7998,1997,2,1999,3,7,10,3
1396,D008,7989,7998,1997,2,1999,3,4,10,6
1397,D009,7989,7998,1997,2,1999,3,8,10,2
1398,D010,7989,8007,1997,2,2001,4,10,19,9
1399,D011,7989,7989,1997,2,1997,2,1,1,0
1400,D012,7989,7989,1997,2,1997,2,1,1,0
1401,D013,7989,7990,1997,2,1997,3,2,2,0
1402,D014,7989,7992,1997,2,1998,1,4,4,0
1403,D015,7989,7992,1997,2,1998,1,4,4,0
1404,D016,7989,7990,1997,2,1997,3,2,2,0
1405,D017,7989,8004,1997,2,2001,1,8,16,8
1406,D018,7989,7989,1997,2,1997,2,1,1,0
1407,D019,7989,8037,1997,2,2009,2,23,49,26
1408,D020,7989,8035,1997,2,2008,4,17,47,30
1409,D021,7989,7989,1997,2,1997,2,1,1,0
1410,D022,7989,7989,1997,2,1997,2,1,1,0
1411,D023,7989,7989,1997,2,1997,2,1,1,0
1412,D024,7989,8005,1997,2,2001,2,9,17,8
1413,D025,7989,7992,1997,2,1998,1,3,4,1
1414,D026,7989,8002,1997,2,2000,3,9,14,5
1415,D027,7989,8011,1997,2,2002,4,13,23,10
1416,D028,7989,8002,1997,2,2000,3,11,14,3
1417,D029,7989,7989,1997,2,1997,2,1,1,0
1418,D030,7989,8000,1997,2,2000,1,6,12,6
1419,D031,7989,8002,1997,2,2000,3,2,14,12
1420,D032,7989,7989,1997,2,1997,2,1,1,0
1421,D033,7989,8002,1997,2,2000,3,10,14,4
1422,D034,7990,7995,1997,3,1998,4,5,6,1
1423,D035,7990,8010,1997,3,2002,3,15,21,6
1424,D036,7990,8010,1997,3,2002,3,14,21,7
1425,D037,7990,7992,1997,3,1998,1,3,3,0
1426,D038,7990,8003,1997,3,2000,4,8,14,6
1427,D039,7990,7998,1997,3,1999,3,6,9,3
1428,D040,7990,7994,1997,3,1998,3,4,5,1
1429,D041,7990,8002,1997,3,2000,3,8,13,5
1430,D042,7990,7990,1997,3,1997,3,1,1,0
1431,D043,7990,7990,1997,3,1997,3,1,1,0
1432,D044,7990,7996,1997,3,1999,1,5,7,2
1433,D045,7990,7991,1997,3,1997,4,2,2,0
1434,D046,7990,7994,1997,3,1998,3,5,5,0
1435,D047,7990,7990,1997,3,1997,3,1,1,0
1436,D048,7990,7990,1997,3,1997,3,1,1,0
1437,D049,7990,7990,1997,3,1997,3,1,1,0
1438,D050,7990,7993,1997,3,1998,2,4,4,0
1439,D051,7990,8001,1997,3,2000,2,8,12,4
1440,D052,7990,8002,1997,3,2000,3,10,13,3
1441,D053,7990,7990,1997,3,1997,3,1,1,0
1442,D054,7990,7990,1997,3,1997,3,1,1,0
1443,D055,7990,7990,1997,3,1997,3,1,1,0
1444,D056,7990,7990,1997,3,1997,3,1,1,0
1445,D057,7990,7990,1997,3,1997,3,1,1,0
1446,D058,7990,7998,1997,3,1999,3,4,9,5
1447,D059,7990,8037,1997,3,2009,2,14,48,34
1448,D060,7990,8010,1997,3,2002,3,9,21,12
1449,D061,7990,8005,1997,3,2001,2,10,16,6
1450,D062,7990,7992,1997,3,1998,1,3,3,0
1451,D063,7990,7998,1997,3,1999,3,7,9,2
1452,D064,7990,8002,1997,3,2000,3,9,13,4
1453,D065,7990,7994,1997,3,1998,3,5,5,0
1454,D066,7990,7998,1997,3,1999,3,6,9,3
1455,D067,7990,7995,1997,3,1998,4,4,6,2
1456,D068,7990,7998,1997,3,1999,3,5,9,4
1457,D069,7990,7993,1997,3,1998,2,3,4,1
1458,D070,7990,7996,1997,3,1999,1,5,7,2
1459,D071,7990,8017,1997,3,2004,2,7,28,21
1460,D072,7990,7994,1997,3,1998,3,4,5,1
1461,D073,7990,8019,1997,3,2004,4,25,30,5
1462,D074,7991,7998,1997,4,1999,3,4,8,4
1463,D075,7991,7991,1997,4,1997,4,1,1,0
1464,D076,7991,7992,1997,4,1998,1,2,2,0
1465,D077,7991,8037,1997,4,2009,2,9,47,38
1466,D078,7990,7995,1997,3,1998,4,5,6,1
1467,D079,7991,7998,1997,4,1999,3,3,8,5
1468,D080,7991,7999,1997,4,1999,4,6,9,3
1469,D081,7991,8001,1997,4,2000,2,4,11,7
1470,D082,7991,7997,1997,4,1999,2,3,7,4
1471,D083,7991,7998,1997,4,1999,3,3,8,5
1472,D084,7991,8006,1997,4,2001,3,8,16,8
1473,D085,7991,7991,1997,4,1997,4,1,1,0
1474,E001,7952,7952,1988,1,1988,1,1,1,0
1475,E002,7952,7955,1988,1,1988,4,2,4,2
1476,E003,7952,7952,1988,1,1988,1,1,1,0
1477,E004,7952,7986,1988,1,1996,3,9,35,26
1478,E005,7952,7959,1988,1,1989,4,6,8,2
1479,E006,7952,7955,1988,1,1988,4,4,4,0
1480,E007,7952,7953,1988,1,1988,2,2,2,0
1481,E008,7952,7973,1988,1,1993,2,7,22,15
1482,E009,7952,7952,1988,1,1988,1,1,1,0
1483,E010,7952,7956,1988,1,1989,1,2,5,3
1484,E011,7952,7959,1988,1,1989,4,3,8,5
1485,E012,7953,7956,1988,2,1989,1,3,4,1
1486,E013,7953,7953,1988,2,1988,2,1,1,0
1487,E014,7953,7989,1988,2,1997,2,22,37,15
1488,E015,7953,7956,1988,2,1989,1,4,4,0
1489,E016,7953,7977,1988,2,1994,2,14,25,11
1490,E017,7953,7953,1988,2,1988,2,1,1,0
1491,E018,7953,7953,1988,2,1988,2,1,1,0
1492,E019,7953,7953,1988,2,1988,2,1,1,0
1493,E020,7953,7978,1988,2,1994,3,8,26,18
1494,E021,7953,7953,1988,2,1988,2,1,1,0
1495,E022,7953,7966,1988,2,1991,3,12,14,2
1496,E023,7953,7986,1988,2,1996,3,10,34,24
1497,E024,7953,7960,1988,2,1990,1,7,8,1
1498,E025,7953,7954,1988,2,1988,3,2,2,0
1499,E026,7953,7954,1988,2,1988,3,2,2,0
1500,E027,7953,7977,1988,2,1994,2,15,25,10
1501,E028,7953,7953,1988,2,1988,2,1,1,0
1502,E029,7953,7953,1988,2,1988,2,1,1,0
1503,E030,7953,7979,1988,2,1994,4,12,27,15
1504,E031,7953,7953,1988,2,1988,2,1,1,0
1505,E032,7953,7982,1988,2,1995,3,22,30,8
1506,E033,7953,7963,1988,2,1990,4,10,11,1
1507,E034,7953,7986,1988,2,1996,3,22,34,12
1508,E035,7953,7957,1988,2,1989,2,5,5,0
1509,E036,7953,7966,1988,2,1991,3,12,14,2
1510,E037,7953,7958,1988,2,1989,3,6,6,0
1511,E038,7953,7964,1988,2,1991,1,10,12,2
1512,E039,7953,7967,1988,2,1991,4,13,15,2
1513,E040,7953,7953,1988,2,1988,2,1,1,0
1514,E041,7953,7966,1988,2,1991,3,5,14,9
1515,E042,7953,7973,1988,2,1993,2,6,21,15
1516,E043,7953,7954,1988,2,1988,3,2,2,0
1517,E044,7953,7969,1988,2,1992,2,8,17,9
1518,E045,7953,7959,1988,2,1989,4,6,7,1
1519,E046,7953,7958,1988,2,1989,3,2,6,4
1520,E047,7953,7954,1988,2,1988,3,2,2,0
1521,E048,7953,7956,1988,2,1989,1,4,4,0
1522,E049,7953,7953,1988,2,1988,2,1,1,0
1523,E050,7953,7960,1988,2,1990,1,5,8,3
1524,E051,7953,7962,1988,2,1990,3,7,10,3
1525,E052,7953,7970,1988,2,1992,3,3,18,15
1526,E053,7953,7978,1988,2,1994,3,17,26,9
1527,E054,7953,7961,1988,2,1990,2,6,9,3
1528,E055,7953,7963,1988,2,1990,4,7,11,4
1530,E057,7953,7956,1988,2,1989,1,4,4,0
1531,E058,7953,7986,1988,2,1996,3,11,34,23
1532,E059,7954,7978,1988,3,1994,3,9,25,16
