CaptureDate,BadgerID,TestType,SampleType,VisualLine1,OpticalDensity1,VisualLine2,OpticalDensity2,PM
09/09/2015,020L,Double,Serum Frozen,N,11.61,N,0,No
09/09/2015,024E,Double,Serum Frozen,N,0,N,0,No
09/09/2015,029N,Double,Serum Frozen,N,0,N,0,No
09/09/2015,043A,Double,Serum Frozen,N,0,N,1.99,No
09/09/2015,047V,Double,Serum Frozen,N,0.24,N,0,No
09/09/2015,052E,Double,Serum Frozen,N,29.61,N,0,No
13/10/2015,002A,Double,Serum Frozen,N,1.85,N,4.08,No
13/10/2015,003A,Double,Serum Frozen,N,0,N,18.41,No
13/10/2015,033V,Double,Serum Frozen,N,0,N,0,No
13/10/2015,034A,Double,Serum Frozen,N,0,N,0,No
13/10/2015,035V,Double,Serum Frozen,N,0.16,N,0,No
13/10/2015,036V,Double,Serum Frozen,N,6.86,N,4.13,No
13/10/2015,039V,Double,Serum Frozen,N,0,N,0,No
13/10/2015,040V,Double,Serum Frozen,P,186.83,N,1.35,No
13/10/2015,041V,Double,Serum Frozen,N,0,N,42.5,No
13/10/2015,048V,Double,Serum Frozen,N,0,N,1.23,No
13/10/2015,049A,Double,Serum Frozen,N,0.73,N,0,No
13/10/2015,049V,Double,Serum Frozen,N,67.24,N,6.04,No
13/10/2015,050A,Double,Serum Frozen,N,23.44,N,9.86,No
14/10/2015,010V,Double,Serum Frozen,N,1.25,N,0,No
10/11/2015,008A,Double,Serum Fresh,P,6531.19,N,0,No
10/11/2015,015V,Double,Serum Fresh,N,0,N,0,No
10/11/2015,016V,Double,Serum Fresh,N,0,N,0,No
10/11/2015,021V,Double,Serum Fresh,N,19.23,N,5.17,No
10/11/2015,024V,Double,Serum Fresh,N,0,N,0,No
10/11/2015,025V,Double,Serum Fresh,N,0,P,41.84,No
10/11/2015,026V,Double,Serum Fresh,N,20.49,N,21.61,No
11/11/2015,023V,Double,Serum Fresh,N,0,N,88.04,No
11/11/2015,049E,Double,Serum Fresh,N,0,N,10.91,No
25/11/2015,002A,Double,Serum Fresh,N,6.06,N,0,No
25/11/2015,003V,Double,Serum Fresh,N,10.61,N,16.17,No
25/11/2015,017A,Double,Serum Fresh,N,1.74,N,0,No
25/11/2015,022A,Double,Serum Fresh,P,101.91,N,2.76,No
25/11/2015,023A,Double,Serum Fresh,N,3.2,N,0,No
25/11/2015,025A,Double,Serum Fresh,P,210,N,0,No
25/11/2015,045V,Double,Serum Fresh,N,1.4,N,0,No
25/11/2015,046V,Double,Serum Fresh,N,3.92,N,0,No
25/11/2015,047V,Double,Serum Fresh,N,4.51,N,0,No
25/11/2015,050V,Double,Serum Fresh,N,6.38,N,0,No
25/11/2015,051V,Double,Serum Fresh,N,1.02,N,0,No
25/11/2015,054A,Double,Serum Fresh,P,160.36,N,0,No
25/11/2015,054K,Double,Serum Fresh,N,0,N,0,No
09/12/2015,034V,Double,Serum Fresh,N,16.6,N,0,No
09/12/2015,039V,Double,Serum Fresh,N,17.44,N,8.09,No
09/12/2015,040V,Double,Serum Fresh,P,1574.52,N,0,No
09/12/2015,050A,Double,Serum Fresh,N,0.16,N,0,No
12/01/2016,015V,Double,Serum Fresh,N,32.21,N,0,No
12/01/2016,016V,Double,Serum Fresh,N,0,N,0,No
12/01/2016,024V,Double,Serum Fresh,N,0,N,0,No
12/01/2016,025V,Double,Serum Fresh,P,116.56,N,0,No
12/01/2016,026V,Double,Serum Fresh,N,13.81,N,0,No
12/01/2016,027V,Double,Serum Fresh,N,6.27,N,0,No
12/01/2016,033E,Double,Serum Fresh,N,5.43,N,1.17,No
12/01/2016,043V,Double,Serum Fresh,N,11.82,N,8.09,No
13/01/2016,036E,Double,Serum Fresh,N,8.47,N,0,No
26/01/2016,001C,Double,Serum Fresh,N,18.23,N,0.19,No
26/01/2016,002C,Double,Serum Fresh,N,0,N,0,No
26/01/2016,002V,Double,Serum Fresh,N,7.7,N,19.91,No
26/01/2016,003V,Double,Serum Fresh,N,2.06,N,0,No
26/01/2016,014A,Double,Serum Fresh,N,0,N,0,No
26/01/2016,017A,Double,Serum Fresh,N,9.02,N,0,No
26/01/2016,019A,Double,Whole Blood,N,1.05,N,2.85,No
26/01/2016,022E,Double,Serum Fresh,N,22.14,N,0,No
26/01/2016,023A,Double,Serum Fresh,N,0,N,0,No
26/01/2016,027A,Double,Serum Fresh,P,194.25,P,126.65,No
26/01/2016,028F,Double,Serum Fresh,P,1159.81,N,0,No
26/01/2016,028K,Double,Serum Fresh,P,2447.25,N,0,No
26/01/2016,032V,Double,Serum Fresh,N,27.16,N,0,No
26/01/2016,043A,Double,Serum Fresh,N,0,N,0,No
26/01/2016,045A,Double,Serum Fresh,N,0,N,0,No
26/01/2016,047V,Double,Serum Fresh,N,0,N,0,No
26/01/2016,063Y,Double,Serum Fresh,P,110.58,N,0,No
03/05/2016,003C,Double,Serum Fresh,N,0,N,0,No
03/05/2016,004A,Double,Serum Fresh,N,0,N,0,No
03/05/2016,006A,Double,Serum Fresh,N,1.3,N,0,No
03/05/2016,007A,Double,Serum Fresh,N,1.86,N,0,No
03/05/2016,010V,Double,Serum Fresh,N,26.03,N,15.56,No
03/05/2016,025E,Double,Serum Fresh,N,23.07,N,24.38,No
03/05/2016,034A,Double,Serum Fresh,N,9.5,N,16.19,No
03/05/2016,036V,Double,Serum Fresh,N,6.62,N,0,No
03/05/2016,039V,Double,Serum Fresh,N,0,N,0,No
03/05/2016,040V,Double,Serum Fresh,P,192.02,N,0,No
03/05/2016,048A,Double,Serum Fresh,N,10.76,N,0,No
03/05/2016,049A,Double,Serum Fresh,N,0,N,0,No
03/05/2016,049V,Double,Serum Fresh,N,0,N,0,No
04/05/2016,035V,Double,Serum Fresh,N,51.77,N,0,No
04/05/2016,041V,Double,Serum Fresh,N,10.76,N,0,No
10/05/2016,013E,Double,Serum Fresh,N,0,N,9.58,No
10/05/2016,015V,Double,Serum Fresh,N,0,N,0,No
10/05/2016,016V,Double,Serum Fresh,N,0,N,0,No
10/05/2016,017V,Double,Serum Fresh,N,0,N,4.76,No
10/05/2016,018V,Double,Serum Fresh,P,2414.21,N,0,No
10/05/2016,019V,Double,Serum Fresh,N,5.31,N,0,No
10/05/2016,020L,Double,Serum Fresh,N,1.38,N,0,No
10/05/2016,020V,Double,Serum Fresh,N,0,N,0,No
10/05/2016,021V,Double,Serum Fresh,P,5775.21,N,0,No
10/05/2016,022A,Double,Serum Fresh,P,171,N,0,No
10/05/2016,024V,Double,Serum Fresh,N,5.5,N,0,No
10/05/2016,025V,Double,Serum Fresh,N,0,N,0,No
10/05/2016,026V,Double,Serum Fresh,N,0,N,0,No
10/05/2016,029V,Double,Serum Fresh,N,0,N,2.58,No
10/05/2016,032N,Double,Serum Fresh,N,56.19,N,1.66,No
10/05/2016,033E,Double,Serum Fresh,N,7.16,N,0,No
10/05/2016,036E,Double,Serum Fresh,N,0.62,N,0,No
10/05/2016,043V,Double,Serum Fresh,N,0,N,0,No
10/05/2016,049E,Double,Serum Fresh,N,27.68,N,0,No
10/05/2016,053K,Double,Serum Fresh,N,0,N,0,No
28/06/2016,002C,Double,Serum Fresh,N,0,N,0,No
28/06/2016,002K,Double,Serum Fresh,N,0,N,0,No
28/06/2016,004C,Double,Serum Fresh,N,0,N,0,No
28/06/2016,005C,Double,Serum Fresh,N,0,N,2.25,No
28/06/2016,006C,Double,Serum Fresh,N,11.87,N,2.07,No
28/06/2016,007C,Double,Serum Fresh,N,0.56,N,0,No
28/06/2016,008C,Double,Serum Fresh,N,4.73,N,8.23,No
28/06/2016,009C,Double,Serum Fresh,N,9.94,N,0,No
28/06/2016,019E,Double,Serum Fresh,N,25.68,N,0,No
28/06/2016,027A,Double,Serum Fresh,P,171.14,N,0,No
28/06/2016,027E,Double,Serum Fresh,N,23.86,N,1.45,No
28/06/2016,032V,Double,Serum Fresh,N,0,N,0,No
28/06/2016,043A,Double,Serum Fresh,N,0,N,1.17,No
28/06/2016,045A,Double,Serum Fresh,N,11.9,N,0,No
28/06/2016,045V,Double,Serum Fresh,N,6.16,N,0,No
28/06/2016,046A,Double,Serum Fresh,N,7.78,N,1.53,No
28/06/2016,054A,Double,Serum Fresh,P,380.74,N,0,No
28/06/2016,062W,Double,Serum Fresh,N,7.91,N,0,No
12/07/2016,003C,Double,Serum Fresh,N,0,N,0,No
12/07/2016,010C,Double,Serum Fresh,N,0,N,0,No
12/07/2016,010V,Double,Serum Fresh,N,0,N,0,No
12/07/2016,011C,Double,Serum Fresh,N,0,N,0,No
12/07/2016,012C,Double,Serum Fresh,N,0,N,0,No
12/07/2016,012E,Double,Serum Fresh,N,0,N,0,No
12/07/2016,025E,Double,Serum Fresh,N,0,N,16.08,No
12/07/2016,039V,Double,Serum Fresh,N,3.19,N,0,No
12/07/2016,040V,Double,Serum Fresh,N,35.15,N,0,No
12/07/2016,049V,Double,Serum Fresh,N,0,N,0,No
12/07/2016,050A,Double,Serum Fresh,N,0,N,0,No
13/07/2016,003A,Double,Serum Fresh,N,0.26,N,30.55,No
26/07/2016,014C,Double,Serum Fresh,N,0,N,0.59,No
26/07/2016,015V,Double,Serum Fresh,N,0,N,0,No
26/07/2016,016C,Double,Serum Frozen,N,2.29,N,0,No
26/07/2016,016V,Double,Serum Fresh,N,0.88,N,0.63,No
26/07/2016,017C,Double,Serum Frozen,N,0,N,0,No
26/07/2016,017V,Double,Serum Frozen,N,0,N,0,No
26/07/2016,018C,Double,Serum Frozen,N,5.99,N,2.87,No
26/07/2016,019C,Double,Serum Frozen,N,13.68,N,1.1,No
26/07/2016,019V,Double,Serum Frozen,N,0,N,4.28,No
26/07/2016,021V,Double,Serum Fresh,P,6617.53,N,0,No
26/07/2016,042V,Double,Serum Fresh,N,0,N,2.03,No
26/07/2016,043V,Double,Serum Fresh,N,0,N,0,No
27/07/2016,020C,Double,Serum Frozen,N,0,N,0,No
27/07/2016,020L,Double,Serum Frozen,N,0,N,5.52,No
09/08/2016,002C,Double,Serum Fresh,N,0,N,1.74,No
09/08/2016,003V,Double,Serum Fresh,P,156.11,N,0,No
09/08/2016,004C,Double,Serum Fresh,N,8.51,N,0,No
09/08/2016,007C,Double,Serum Fresh,N,0,N,0,No
09/08/2016,009C,Double,Serum Fresh,N,0,N,0,No
09/08/2016,017A,Double,Serum Fresh,N,5.43,N,0,No
09/08/2016,019A,Double,Serum Fresh,N,0.94,N,0,No
09/08/2016,019E,Double,Serum Fresh,N,29.12,N,0.07,No
09/08/2016,021C,Double,Serum Fresh,N,0,N,0,No
09/08/2016,022C,Double,Serum Fresh,N,0.83,N,0,No
09/08/2016,027E,Double,Serum Fresh,N,3.59,N,5.54,No
09/08/2016,028A,Double,Serum Fresh,N,2.58,N,0,No
09/08/2016,032V,Double,Serum Fresh,N,0,N,0,No
09/08/2016,039N,Double,Serum Fresh,P,5879.65,N,0,No
09/08/2016,042A,Double,Serum Fresh,N,0.65,N,0,No
09/08/2016,045A,Double,Serum Fresh,N,20.56,N,0,No
09/08/2016,045V,Double,Serum Fresh,N,0,N,9.82,No
09/08/2016,046A,Double,Serum Fresh,N,17.97,N,5.31,No
09/08/2016,052A,Double,Serum Fresh,N,0,N,1.03,No
09/08/2016,054A,Double,Serum Fresh,P,414.47,N,0,No
09/08/2016,054K,Double,Serum Fresh,N,0,N,0.05,No
09/08/2016,055A,Double,Serum Fresh,N,0,N,2.42,No
09/08/2016,062W,Double,Serum Fresh,N,9.88,N,0,No
10/08/2016,006C,Double,Serum Fresh,N,0,N,0.25,No
10/08/2016,008C,Double,Serum Fresh,N,9.15,N,0,No
10/08/2016,011C,Double,Serum Fresh,N,0.78,N,0,No
10/08/2016,022E,Double,Serum Fresh,N,3.11,N,0,No
10/08/2016,023C,Double,Serum Fresh,N,0,N,3.24,No
10/08/2016,024C,Double,Serum Fresh,N,0,N,0,No
10/08/2016,025C,Double,Serum Fresh,N,1.37,N,5.84,No
10/08/2016,043A,Double,Serum Fresh,N,3.87,N,2.74,No
10/08/2016,063Y,Double,Serum Fresh,P,67.36,N,7.43,No
20/09/2016,010C,Double,Serum Fresh,N,0,N,0,No
20/09/2016,012C,Double,Serum Fresh,N,41.96,N,0,No
20/09/2016,026C,Double,Serum Fresh,N,2.86,N,0.48,No
20/09/2016,048V,Double,Serum Fresh,N,10.16,N,0,No
21/09/2016,010V,Double,Serum Fresh,N,0,N,0,No
21/09/2016,011C,Double,Serum Fresh,N,0,N,25.28,No
21/09/2016,027C,Double,Serum Fresh,N,12.93,N,70.04,No
04/10/2016,014C,Double,Serum Fresh,N,3.04,N,6.32,No
04/10/2016,015C,Double,Serum Fresh,N,0,N,0,No
04/10/2016,015V,Double,Serum Fresh,N,0,N,0,No
04/10/2016,016C,Double,Serum Fresh,N,0,N,7.52,No
04/10/2016,016V,Double,Serum Fresh,N,12.44,N,0,No
04/10/2016,019C,Double,Serum Fresh,N,0,N,2.09,No
04/10/2016,019V,Double,Serum Fresh,P,240.19,N,0,No
04/10/2016,020C,Double,Serum Fresh,N,0,N,0,No
04/10/2016,021L,Double,Serum Fresh,N,50.3,N,0,No
04/10/2016,021V,Double,Serum Fresh,P,6463.65,N,8.2,No
04/10/2016,024V,Double,Serum Fresh,N,0,N,7.69,No
04/10/2016,043V,Double,Serum Fresh,N,0,N,2.22,No
04/10/2016,053K,Double,Serum Fresh,N,0.29,N,0,No
05/10/2016,020V,Double,Serum Fresh,N,0.73,N,0,No
05/10/2016,023V,Double,Serum Fresh,N,0,N,3.4,No
18/10/2016,002C,Double,Serum Fresh,N,0,N,0,No
18/10/2016,004C,Double,Serum Fresh,N,0.5,N,0,No
18/10/2016,005C,Double,Serum Fresh,N,0,N,0.84,No
18/10/2016,006C,Double,Serum Fresh,N,0,N,0,No
18/10/2016,008C,Double,Serum Fresh,N,0,N,0,No
18/10/2016,009C,Double,Serum Fresh,N,26.15,N,12.08,No
18/10/2016,011C,Double,Serum Fresh,N,9.66,N,0,No
18/10/2016,021C,Double,Serum Fresh,N,1.84,N,5.05,No
18/10/2016,022C,Double,Serum Fresh,N,0,N,2.86,No
18/10/2016,022E,Double,Serum Fresh,P,295.75,N,0,No
18/10/2016,023C,Double,Serum Fresh,N,19.89,N,0,No
18/10/2016,024C,Double,Serum Fresh,N,0,N,0,No
18/10/2016,024E,Double,Serum Fresh,N,0,N,0,No
18/10/2016,027E,Double,Serum Fresh,N,19.61,N,0,No
18/10/2016,028C,Double,Serum Fresh,N,1,N,5.52,No
18/10/2016,029C,Double,Serum Fresh,N,0,N,0,No
18/10/2016,029N,Double,Serum Fresh,N,0,N,2.57,No
18/10/2016,032V,Double,Serum Fresh,N,0,N,0,No
18/10/2016,033E,Double,Serum Fresh,N,0,N,0,No
18/10/2016,042A,Double,Serum Fresh,N,12.4,N,0,No
18/10/2016,054A,Double,Serum Fresh,P,154.85,N,0,No
18/10/2016,062W,Double,Serum Fresh,N,25.32,N,25.59,No
19/10/2016,002K,Double,Serum Fresh,N,0,N,0,No
19/10/2016,007C,Double,Serum Fresh,N,78.51,N,0,No
19/10/2016,019A,Double,Serum Fresh,N,0,N,4.96,No
19/10/2016,027A,Double,Serum Fresh,P,121.33,N,0,No
19/10/2016,045A,Double,Serum Fresh,N,8.15,N,0,No
19/10/2016,046A,Double,Serum Fresh,N,20.37,N,0,No
19/10/2016,055A,Double,Serum Fresh,N,0,N,3.59,No
06/12/2016,011C,Double,Serum Fresh,N,0,N,0,No
06/12/2016,012C,Double,Serum Fresh,N,0,N,0,No
06/12/2016,026C,Double,Serum Fresh,N,12.88,N,1.83,No
06/12/2016,048V,Double,Serum Fresh,N,0,N,0,No
07/12/2016,050A,Double,Serum Fresh,N,0,N,0,No
10/01/2017,014C,Double,Serum Fresh,N,0,N,0,No
10/01/2017,015C,Double,Serum Fresh,N,0,N,0,No
10/01/2017,043V,Double,Serum Fresh,N,0,N,2.25,No
11/01/2017,016V,Double,Serum Fresh,N,0,N,0,No
11/01/2017,021V,Double,Serum Fresh,P,6516.56,N,0,No
24/01/2017,001T,Double,Serum Fresh,N,0,N,0,No
24/01/2017,002K,Double,Serum Fresh,N,0,N,6.8,No
24/01/2017,002T,Double,Serum Fresh,N,0,N,0,No
24/01/2017,004C,Double,Serum Fresh,N,0,N,9.27,No
24/01/2017,006C,Double,Serum Fresh,N,0.99,N,8.61,No
24/01/2017,007C,Double,Serum Fresh,N,1.25,N,0,No
24/01/2017,009C,Double,Serum Fresh,N,0,N,0.32,No
24/01/2017,011C,Double,Serum Fresh,N,0,N,2.43,No
24/01/2017,019A,Double,Serum Fresh,N,0,N,0,No
24/01/2017,024C,Double,Serum Fresh,N,1.05,N,2.49,No
24/01/2017,025C,Double,Serum Fresh,N,0,N,0,No
24/01/2017,028K,Double,Serum Fresh,P,4753.75,N,12.76,No
24/01/2017,029N,Double,Serum Fresh,N,0,N,3.66,No
24/01/2017,032V,Double,Serum Fresh,N,0,N,2.46,No
24/01/2017,042A,Double,Serum Fresh,N,0,N,0,No
24/01/2017,043A,Double,Serum Fresh,N,0,N,1.36,No
24/01/2017,045V,Double,Serum Fresh,N,0.6,N,1.95,No
24/01/2017,054A,Double,Serum Fresh,P,80.54,N,0,No
25/01/2017,003T,Double,Serum Fresh,N,0,N,0,No
25/01/2017,004T,Double,Serum Fresh,P,2210.34,N,0,No
25/01/2017,005C,Double,Serum Fresh,N,0,N,0,No
25/01/2017,016A,Double,Serum Fresh,N,0,N,0,No
25/01/2017,018A,Double,Serum Fresh,N,0,N,33.17,No
25/01/2017,022E,Double,Serum Fresh,P,103.91,N,4.56,No
25/01/2017,023C,Double,Serum Fresh,N,0,N,1.32,No
25/01/2017,027A,Double,Serum Fresh,N,24.62,N,3.85,No
25/01/2017,029C,Double,Serum Fresh,N,0,N,0,No
25/01/2017,043V,Double,Serum Fresh,N,8.86,N,14.82,No
13/06/2017,002V,Double,Serum Fresh,N,0,N,14.8,No
13/06/2017,002V,Double,Whole Blood,N,0,N,0,No
13/06/2017,005T,Double,Serum Fresh,N,0,N,0.95,No
13/06/2017,005T,Double,Whole Blood,N,0,N,0,No
13/06/2017,006T,Double,Serum Fresh,N,0,N,0,No
13/06/2017,006T,Double,Whole Blood,N,0,N,0,No
13/06/2017,012C,Double,Serum Fresh,N,1.95,N,0,No
13/06/2017,012C,Double,Whole Blood,N,0,N,6.22,No
13/06/2017,021C,Double,Serum Fresh,N,4.82,N,7.29,No
13/06/2017,021C,Double,Whole Blood,N,0,N,0,No
13/06/2017,031E,Double,Serum Fresh,N,0,N,0.85,No
13/06/2017,031E,Double,Whole Blood,N,0,N,0,No
13/06/2017,034A,Double,Serum Fresh,N,0,N,22.35,No
13/06/2017,034A,Double,Whole Blood,N,0,N,0,No
13/06/2017,039V,Double,Serum Fresh,N,6.49,N,0,No
13/06/2017,039V,Double,Whole Blood,N,0,N,0,No
13/06/2017,048V,Double,Serum Fresh,N,2.51,N,0,No
13/06/2017,048V,Double,Whole Blood,N,0,N,0,No
13/06/2017,049A,Double,Serum Fresh,N,0,N,3.4,No
13/06/2017,049A,Double,Whole Blood,N,0,N,0.26,No
13/06/2017,049V,Double,Serum Fresh,N,0,N,0.53,No
13/06/2017,049V,Double,Whole Blood,N,0,N,0,No
14/06/2017,007T,Double,Serum Fresh,N,0.3,N,6.41,No
14/06/2017,007T,Double,Whole Blood,N,0,N,14.69,No
14/06/2017,025E,Double,Serum Fresh,N,1.33,N,0,No
14/06/2017,025E,Double,Whole Blood,N,0,N,0,No
14/06/2017,026C,Double,Serum Fresh,N,4,N,4.43,No
14/06/2017,026C,Double,Whole Blood,N,67.34,N,36.99,No
14/06/2017,041L,Double,Serum Fresh,P,101.51,N,4.75,No
14/06/2017,041L,Double,Whole Blood,P,329,N,14.69,No
27/06/2017,008T,Double,Serum Fresh,N,0.96,N,11.89,No
27/06/2017,008T,Double,Whole Blood,P,237.8,N,30.21,No
27/06/2017,009T,Double,Serum Fresh,N,0,N,0,No
27/06/2017,009T,Double,Whole Blood,N,5.44,N,1.05,No
27/06/2017,010T,Double,Serum Fresh,P,2228.56,N,18.46,No
27/06/2017,010T,Double,Whole Blood,P,1737.41,N,54.07,No
27/06/2017,011T,Double,Serum Fresh,N,14.47,N,0,No
27/06/2017,011T,Double,Whole Blood,N,2.22,N,4.93,No
27/06/2017,012T,Double,Serum Fresh,N,0,N,2.94,No
27/06/2017,012T,Double,Whole Blood,P,128.3,N,25.37,No
27/06/2017,013T,Double,Serum Fresh,N,45.69,N,0,No
27/06/2017,013T,Double,Whole Blood,P,140.47,N,13.43,No
27/06/2017,014T,Double,Serum Fresh,N,0,N,1.27,No
27/06/2017,014T,Double,Whole Blood,N,0,N,0.69,No
27/06/2017,015C,Double,Serum Fresh,N,0,N,0,No
27/06/2017,015C,Double,Whole Blood,N,0.59,N,21.14,No
27/06/2017,015T,Double,Serum Fresh,N,0,N,5.57,No
27/06/2017,015T,Double,Whole Blood,N,0,N,13.77,No
27/06/2017,015V,Double,Serum Fresh,N,0,N,0,No
27/06/2017,015V,Double,Whole Blood,N,22.7,N,11.82,No
27/06/2017,016C,Double,Serum Fresh,N,0,N,0.55,No
27/06/2017,016C,Double,Whole Blood,N,30.25,N,14.32,No
27/06/2017,016T,Double,Serum Fresh,N,0,N,0,No
27/06/2017,016T,Double,Whole Blood,P,193.11,N,6.26,No
27/06/2017,016V,Double,Serum Fresh,N,2.71,N,0,No
27/06/2017,016V,Double,Whole Blood,N,42.42,N,20.57,No
27/06/2017,017T,Double,Serum Fresh,N,0,N,0,No
27/06/2017,017T,Double,Whole Blood,N,0,P,84.99,No
27/06/2017,017V,Double,Serum Fresh,P,101.58,N,8.34,No
27/06/2017,017V,Double,Whole Blood,P,855.41,P,142.2,No
27/06/2017,018T,Double,Serum Fresh,N,11.9,N,1.69,No
27/06/2017,018T,Double,Whole Blood,N,0,N,3.62,No
27/06/2017,019C,Double,Serum Fresh,N,0,N,5.88,No
27/06/2017,019C,Double,Whole Blood,N,1.7,N,10,No
27/06/2017,020C,Double,Serum Fresh,N,11.41,N,1.9,No
27/06/2017,020C,Double,Whole Blood,N,2.18,N,0,No
27/06/2017,020L,Double,Serum Fresh,N,8.2,N,0,No
27/06/2017,020L,Double,Whole Blood,N,0,N,0,No
27/06/2017,021L,Double,Serum Fresh,N,48.21,N,0,No
27/06/2017,021L,Double,Whole Blood,P,125.62,N,2.67,No
27/06/2017,021V,Double,Serum Fresh,P,6486.88,N,0,No
27/06/2017,021V,Double,Whole Blood,P,5277.5,N,4.41,No
27/06/2017,024V,Double,Serum Fresh,N,1.85,N,0,No
27/06/2017,024V,Double,Whole Blood,N,0,N,2.52,No
27/06/2017,033E,Double,Serum Fresh,N,0,N,4.13,No
27/06/2017,033E,Double,Whole Blood,N,7.75,N,2.27,No
27/06/2017,036E,Double,Serum Fresh,N,0,N,11.65,No
27/06/2017,036E,Double,Whole Blood,N,5.99,N,13.77,No
27/06/2017,042V,Double,Serum Fresh,N,0,N,0,No
27/06/2017,042V,Double,Whole Blood,N,6.54,N,3.3,No
27/06/2017,043V,Double,Serum Fresh,N,0,N,12.56,No
27/06/2017,043V,Double,Whole Blood,N,1.31,N,0,No
27/06/2017,053K,Double,Serum Fresh,N,0,N,0,No
27/06/2017,053K,Double,Whole Blood,N,0,P,103.72,No
11/07/2017,002T,Double,Serum Fresh,N,2.05,N,0,No
11/07/2017,002T,Double,Whole Blood,N,0,N,0,No
11/07/2017,007C,Double,Serum Fresh,N,0,N,0,No
11/07/2017,007C,Double,Whole Blood,P,90.98,N,29.98,No
11/07/2017,019T,Double,Serum Fresh,N,0,N,1.83,No
11/07/2017,019T,Double,Whole Blood,N,0,N,0,No
11/07/2017,020T,Double,Serum Fresh,N,0,N,0,No
11/07/2017,020T,Double,Whole Blood,N,1.46,N,0,No
11/07/2017,021C,Double,Serum Fresh,N,0,N,7.96,No
11/07/2017,021C,Double,Whole Blood,N,5.3,N,7.12,No
11/07/2017,021T,Double,Serum Fresh,N,0,N,1.87,No
11/07/2017,021T,Double,Whole Blood,N,0,N,22.96,No
11/07/2017,021V,Double,Serum Fresh,P,6374.48,N,0,No
11/07/2017,021V,Double,Whole Blood,P,5522.53,N,6.71,No
11/07/2017,022C,Double,Serum Fresh,N,0,N,8.33,No
11/07/2017,022C,Double,Whole Blood,N,3.85,N,0,No
11/07/2017,022T,Double,Serum Fresh,N,0,N,9.47,No
11/07/2017,022T,Double,Whole Blood,N,39.35,N,52.38,No
11/07/2017,023C,Double,Serum Fresh,N,7.33,N,5.48,No
11/07/2017,023C,Double,Whole Blood,N,7.08,N,0,No
11/07/2017,023T,Double,Serum Fresh,P,323.67,N,0,No
11/07/2017,023T,Double,Whole Blood,P,1042.37,N,0,No
11/07/2017,024C,Double,Serum Fresh,N,0,N,4.45,No
11/07/2017,024C,Double,Whole Blood,N,24.35,N,12.59,No
11/07/2017,026A,Double,Serum Fresh,N,0,N,0,No
11/07/2017,026A,Double,Whole Blood,N,4.58,N,0,No
11/07/2017,028C,Double,Serum Fresh,N,2.76,N,0,No
11/07/2017,028C,Double,Whole Blood,N,6.69,N,14.52,No
11/07/2017,029N,Double,Serum Fresh,N,0,N,3.13,No
11/07/2017,029N,Double,Whole Blood,N,0,N,1.8,No
11/07/2017,032V,Double,Serum Fresh,N,0,N,0.82,No
11/07/2017,032V,Double,Whole Blood,N,2.7,N,16.95,No
11/07/2017,042A,Double,Serum Fresh,N,0,N,0,No
11/07/2017,042A,Double,Whole Blood,N,0,N,10.91,No
11/07/2017,045A,Double,Serum Fresh,P,139.04,N,8.44,No
11/07/2017,045A,Double,Whole Blood,N,93.45,N,6.1,No
11/07/2017,046A,Double,Serum Fresh,N,3.68,N,2.86,No
11/07/2017,046A,Double,Whole Blood,N,0,N,0,No
11/07/2017,055A,Double,Serum Fresh,N,0,N,14.27,No
11/07/2017,055A,Double,Whole Blood,N,0,N,0,No
11/07/2017,063Y,Double,Serum Fresh,P,1584.87,N,15.28,No
11/07/2017,063Y,Double,Whole Blood,P,3495.03,N,21.12,No
01/08/2017,005T,Double,Serum Frozen,N,9.14,N,0,No
01/08/2017,005T,Double,Whole Blood,N,0,N,21.52,No
01/08/2017,006A,Double,Serum Frozen,N,0,N,3.69,No
01/08/2017,006A,Double,Whole Blood,N,0,N,9.54,No
01/08/2017,006T,Double,Serum Frozen,N,4.91,N,35.67,No
01/08/2017,006T,Double,Whole Blood,N,0,N,59.19,No
01/08/2017,007T,Double,Serum Frozen,N,8.42,N,0,No
01/08/2017,007T,Double,Whole Blood,N,1.36,N,25.85,No
01/08/2017,012C,Double,Serum Frozen,N,3.85,N,0,No
01/08/2017,012C,Double,Whole Blood,N,0,N,0,No
01/08/2017,012E,Double,Serum Frozen,N,6.14,N,0,No
01/08/2017,012E,Double,Whole Blood,N,17.63,N,0,No
01/08/2017,021C,Double,Serum Frozen,N,0,N,4.53,No
01/08/2017,021C,Double,Whole Blood,N,18.15,N,36.08,No
01/08/2017,024T,Double,Serum Frozen,N,0,N,0,No
01/08/2017,024T,Double,Whole Blood,N,0,N,42.36,No
01/08/2017,025T,Double,Serum Frozen,N,0,N,0,No
01/08/2017,025T,Double,Whole Blood,P,242.91,N,39.71,No
01/08/2017,026C,Double,Serum Frozen,N,20.23,N,0,No
01/08/2017,026C,Double,Whole Blood,N,0,N,6.36,No
01/08/2017,026T,Double,Serum Frozen,N,2.57,N,4.78,No
01/08/2017,026T,Double,Whole Blood,N,0,N,21.75,No
01/08/2017,034A,Double,Serum Frozen,N,0,N,2.65,No
01/08/2017,034A,Double,Whole Blood,N,6.8,N,39.62,No
01/08/2017,050A,Double,Serum Frozen,N,11,N,8.19,No
01/08/2017,050A,Double,Whole Blood,P,377.88,N,8.56,No
02/08/2017,020T,Double,Serum Frozen,N,14.3,N,0,No
